titulo,bairro,descricao,m2,quartos,banheiros,garagem,valor,link
"Rua S 04, SETOR BELA VISTA, GOIANIA",SETOR BELA VISTA,Venda Apartamento 98 m²,98.0,3.0,,,450000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bela-vista-goiania-go-rua-s-04-1112386
"Rua R 16, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 85 m²,85.0,3.0,,,465000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-oeste-goiania-go-rua-r-16-1178146
"Rua CAMACARI, JARDIM HELVECIA, APARECIDA DE GOIANIA",,Venda Casa 145 m²,145.0,3.0,,,550000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-helvecia-aparecida-de-goiania-go-rua-camacari-817974
"Avenida Presidente Kennedy, JUNDIAI, ANAPOLIS",,Venda Apartamento 164 m²,164.0,4.0,,,1260000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-jundiai-anapolis-go-avenida-presidente-kennedy-698278
"Rua C 235, SETOR NOVA SUICA, GOIANIA",SETOR NOVA SUICA,Venda Apartamento 153 m²,153.0,3.0,,,825000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-nova-suica-goiania-go-rua-c-235-1171504
"Avenida  Elias Zac Zac, JARDIM ITALIA, ANAPOLIS",,Venda Casa 124 m²,124.0,3.0,,,465000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-italia-anapolis-go-avenida--elias-zac-zac-1104621
"AVENIDA H, JARDIM GOIAS, GOIANIA",,Venda Apartamento 345 m²,345.0,4.0,,,2790000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-jardim-goias-goiania-go-avenida-h-1166553
"AVENIDA EDMUNDO PINHEIRO DE ABREU, SETOR PEDRO LUDOVICO, GOIANIA",SETOR PEDRO LUDOVICO,Venda Apartamento 100 m²,100.0,3.0,,,399000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-pedro-ludovico-goiania-go-avenida-edmundo-pinheiro-de-abreu-1142786
"AVENIDA C 182, JARDIM AMERICA, GOIANIA",,Venda Apartamento 89 m²,89.0,3.0,,,420000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-america-goiania-go-avenida-c-182-1127715
"Avenida 1, RESIDENCIAL GOIANIA GOLFE CLUBE, GOIANIA",,Venda Lote/Terreno/Área 435 m²,435.0,,,,630000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-residencial-goiania-golfe-clube-goiania-go-avenida-1-965294
"Rua 24, SETOR CENTRAL, GOIANIA",SETOR CENTRAL,Venda Apartamento 58 m²,58.0,2.0,,,490000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-central-goiania-go-rua-24-1167550
"Rua T 30, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 69 m²,69.0,2.0,,,730747.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-bueno-goiania-go-rua-t-30-1119286
"Rua T 53, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 142 m²,142.0,2.0,,,1385000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-bueno-goiania-go-rua-t-53-1158254
"Rua T 37 ATE 4088 LADO PAR, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 42 m²,42.0,1.0,,,510000.0,https://www.62imoveis.com.br/imovel/apartamento-1-quarto-venda-setor-bueno-goiania-go-rua-t-37-ate-4088-lado-par-1054650
"Rua DONA ISOLETA, VILA ROSA, GOIANIA",,Venda Apartamento 60 m²,60.0,2.0,,,422000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-vila-rosa-goiania-go-rua-dona-isoleta-1154775
"Rua T 27, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Casa 700 m²,700.0,6.0,,,3700000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-setor-bueno-goiania-go-rua-t-27-1166549
"Rua 07, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 126 m²,126.0,3.0,,,950000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-oeste-goiania-go-rua-07-1127725
"Rua Mandi, RESIDENCIAL SANTA EFIGENIA, GOIANIA",,Venda Casa 65 m²,65.0,2.0,,,240000.0,https://www.62imoveis.com.br/imovel/casa-2-quartos-venda-residencial-santa-efigenia-goiania-go-rua-mandi-1075072
"Rua C 228, JARDIM AMERICA, GOIANIA",,Venda Apartamento 110 m²,110.0,3.0,,,895000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-america-goiania-go-rua-c-228-1013409
"Rua 07, JARDIM DAS AMERICAS 2 ETAPA, ANAPOLIS",,Venda Apartamento 77 m²,77.0,3.0,,,400000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-das-americas-2-etapa-anapolis-go-rua-07-869515
"Rua 145, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 138 m²,138.0,3.0,,,1290000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-145-1082845
"Avenida Parque Cidade, PARQUE CIDADE, GOIANIA",,Venda Lote/Terreno/Área 726 m²,726.0,,,,1820000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-parque-cidade-goiania-go-avenida-parque-cidade-1103985
"AVENIDA RIO VERDE, SETOR DOS AFONSOS, APARECIDA DE GOIANIA",SETOR DOS AFONSOS,Venda Apartamento 56 m²,56.0,2.0,,,150000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-dos-afonsos-aparecida-de-goiania-go-avenida-rio-verde-1146890
"Rua ENTRE RIOS, JARDIM PLANALTO, GOIANIA",,Venda Casa 278 m²,278.0,3.0,,,1290000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-planalto-goiania-go-rua-entre-rios-1124125
"Rua T 30, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Hotel Flat 39 m²,39.0,1.0,,,520000.0,https://www.62imoveis.com.br/imovel/hotel-flat-1-quarto-venda-setor-bueno-goiania-go-rua-t-30-1054745
"Rua P 5, PARQVILLE PINHEIROS, APARECIDA DE GOIANIA",,Venda Casa Condominio 180 m²,180.0,3.0,,,1395000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-parqville-pinheiros-aparecida-de-goiania-go-rua-p-5-1097582
"Rua F 18, SETOR FAICALVILLE, GOIANIA",SETOR FAICALVILLE,Venda Casa 199 m²,199.0,3.0,,,1290000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-faicalville-goiania-go-rua-f-18-1144116
"Rua CORONEL ZECA LOUZA, JUNDIAI, ANAPOLIS",,Venda Apartamento 82 m²,82.0,3.0,,,620000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jundiai-anapolis-go-rua-coronel-zeca-louza-1092986
"Rua C 211, JARDIM AMERICA, GOIANIA",,Venda Apartamento 60 m²,60.0,2.0,,,572250.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-jardim-america-goiania-go-rua-c-211-1136742
"Rua 145, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 115 m²,115.0,3.0,,,1250000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-145-1178170
"Rua C 145, JARDIM AMERICA, GOIANIA",,Venda Casa 306 m²,306.0,5.0,,,2500000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-jardim-america-goiania-go-rua-c-145-941532
"Rua DO SAMBURA, JARDIM ATLANTICO, GOIANIA",,Venda Casa 154 m²,154.0,3.0,,,820000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-atlantico-goiania-go-rua-do-sambura-817289
"Rua 217, SETOR LESTE UNIVERSITARIO, GOIANIA",SETOR LESTE UNIVERSITARIO,Venda Apartamento 80 m²,80.0,2.0,,,410000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-leste-universitario-goiania-go-rua-217-1173104
"Rua 05, RESIDENCIAL DOM FELIPE, ANAPOLIS",,Venda Casa 102 m²,102.0,3.0,,,350000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-dom-felipe-anapolis-go-rua-05-1097654
"Rua 13, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 355 m²,355.0,3.0,,,5100000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-13-1037667
"Rua 06, CHACARAS COLORADO, ANAPOLIS",,Venda Apartamento 79 m²,79.0,3.0,,,300000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-chacaras-colorado-anapolis-go-rua-06-640727
"AVENIDA JOAO LEITE, SANTA GENOVEVA, GOIANIA",,Venda Prédio 1919 m²,1919.0,,,,20000000.0,https://www.62imoveis.com.br/imovel/prdio-0-quartos-venda-santa-genoveva-goiania-go-avenida-joao-leite-996653
"Alameda Peroba Branca, CONDOMINIO TERRAS ALPHA ANAPOLIS, ANAPOLIS",,Venda Casa 279 m²,279.0,4.0,,,1600000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-condominio-terras-alpha-anapolis-anapolis-go-alameda-peroba-branca-1070532
"Rua TOCANTINS, ALVORADA, ANAPOLIS",,Venda Casa 320 m²,320.0,4.0,,,1600000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-alvorada-anapolis-go-rua-tocantins-1117803
"Rua S 06, SETOR BELA VISTA, GOIANIA",SETOR BELA VISTA,Venda Apartamento 76 m²,76.0,2.0,,,450000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-bela-vista-goiania-go-rua-s-06-1113775
"Alameda Portal do Sol, RESIDENCIAL VALE DO SOL, ANAPOLIS",,Venda Casa 105 m²,105.0,3.0,,,375000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-vale-do-sol-anapolis-go-alameda-portal-do-sol-1117783
"Rua 1034, SETOR PEDRO LUDOVICO, GOIANIA",SETOR PEDRO LUDOVICO,Venda Apartamento 62 m²,62.0,2.0,,,610000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-pedro-ludovico-goiania-go-rua-1034-1177268
"RODOVIA GO 521   KM 08, CIDADE OCIDENTAL, CIDADE OCIDENTAL",,"Venda Rural 0,30 ha",,,,,5800000.0,https://www.62imoveis.com.br/imovel/rural-0-quartos-venda-cidade-ocidental-cidade-ocidental-go-rodovia-go-521---km-08-1085179
"Rua T 53, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 39 m²,39.0,1.0,,,549000.0,https://www.62imoveis.com.br/imovel/apartamento-1-quarto-venda-setor-bueno-goiania-go-rua-t-53-1136234
"Avenida Jornalista Eurípedes Gomides de Melo, JARDIM ITALIA, ANAPOLIS",,Venda Casa 140 m²,140.0,3.0,,,490000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-italia-anapolis-go-avenida-jornalista-euripedes-gomides-de-melo-1092482
"AVENIDA BARAO DO RIO BRANCO, JARDIM NOVA ERA, APARECIDA DE GOIANIA",,Venda Apartamento 72 m²,72.0,3.0,,,370000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-nova-era-aparecida-de-goiania-go-avenida-barao-do-rio-branco-1114579
"Rua 147, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 115 m²,115.0,3.0,,,970000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-147-1111498
"Rua Chablis, JARDINS FRANCA, GOIANIA",,Venda Casa Condominio 312 m²,312.0,4.0,,,3190000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-jardins-franca-goiania-go-rua-chablis-1122330
"Rua CJ 01, RESIDENCIAL CAMPOS DO JORDAO, ANAPOLIS",,Venda Casa 160 m²,160.0,3.0,,,870000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-campos-do-jordao-anapolis-go-rua-cj-01-1129196
"AVENIDA LEUCITA, SETOR PONTAL SUL, APARECIDA DE GOIANIA",SETOR PONTAL SUL,Venda Casa 156 m²,156.0,3.0,,,650000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-pontal-sul-aparecida-de-goiania-go-avenida-leucita-1029657
"Rua 27, VILA SUL, ANAPOLIS",,Venda Casa 108 m²,108.0,3.0,,,350000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-vila-sul-anapolis-go-rua-27-1097081
"Rua 1007, SETOR PEDRO LUDOVICO, GOIANIA",SETOR PEDRO LUDOVICO,Venda Apartamento 78 m²,78.0,3.0,,,610000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-pedro-ludovico-goiania-go-rua-1007-1089243
"Avenida Turim, JARDINS TURIM, SENADOR CANEDO",,Venda Lote/Terreno/Área 270 m²,270.0,,,,55000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-jardins-turim-senador-canedo-go-avenida-turim-1136940
"Rodovia GO 020, JARDINS FRANCA, GOIANIA",,Venda Lote/Terreno/Área 444 m²,444.0,,,,1096570.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-jardins-franca-goiania-go-rodovia-go-020-1114600
"Rua GGC36, RESIDENCIAL GOIANIA GOLFE CLUBE, GOIANIA",,Venda Casa Condominio 212 m²,212.0,4.0,,,1890000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-residencial-goiania-golfe-clube-goiania-go-rua-ggc36-773028
"AVENIDA D, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Sala 75 m²,75.0,,,,1138800.0,https://www.62imoveis.com.br/imovel/sala-0-quartos-venda-setor-marista-goiania-go-avenida-d-1037876
"AVENIDA URUGUAI, JARDIM DAS AMERICAS 1 ETAPA, ANAPOLIS",,Venda Casa 136 m²,136.0,3.0,,,420000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-das-americas-1-etapa-anapolis-go-avenida-uruguai-1056684
"Rua RA 01, RESIDENCIAL ARAGUAIA, ANAPOLIS",,Venda Casa 170 m²,170.0,3.0,,,550000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-araguaia-anapolis-go-rua-ra-01-685557
"AVENIDA FLORESTA, RESIDENCIAL ALDEIA DO VALE, GOIANIA",,Venda Casa Condominio 563 m²,563.0,4.0,,,8490000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-residencial-aldeia-do-vale-goiania-go-avenida-floresta-966700
"AVENIDA T 10, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 248 m²,248.0,4.0,,,960000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-bueno-goiania-go-avenida-t-10-965676
"Rua 146, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 271 m²,271.0,4.0,,,3800000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-marista-goiania-go-rua-146-1061240
"ALAMEDA DOS BURITIS, SETOR CENTRAL, GOIANIA",SETOR CENTRAL,Venda Apartamento 330 m²,330.0,4.0,,,1500000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-central-goiania-go-alameda-dos-buritis-1055881
"ITARUMA, ITARUMA, ITARUMA",,"Venda Rural 86,40 ha",,,,,5000000.0,https://www.62imoveis.com.br/imovel/rural-0-quartos-venda-itaruma-itaruma-go-itaruma-1179900
"AVENIDA OLINDA, PARK LOZANDES, GOIANIA",,Venda Sala 52 m²,52.0,,,,740000.0,https://www.62imoveis.com.br/imovel/sala-0-quartos-venda-park-lozandes-goiania-go-avenida-olinda-896389
"Quadra Quadra 08, VALPARAISO I ETAPA A, VALPARAISO DE GOIAS",,Venda Apartamento 264 m²,264.0,3.0,,,600000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-valparaiso-i-etapa-a-valparaiso-de-goias-go-quadra-quadra-08-1094011
"ALAMEDA LUCY RASSI DE OLIVEIRA, SETOR FAICALVILLE, GOIANIA",SETOR FAICALVILLE,Venda Casa 135 m²,135.0,3.0,,,730000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-faicalville-goiania-go-alameda-lucy-rassi-de-oliveira-886370
"SANTO ANTONIO DO DESCOBERTO, SANTO ANTONIO DO DESCOBERTO, SANTO ANTONIO DO DESCOBERTO",,"Venda Rural 0,03 ha",,,,,1750000.0,https://www.62imoveis.com.br/imovel/rural-0-quartos-venda-santo-antonio-do-descoberto-santo-antonio-do-descoberto-go-santo-antonio-do-descoberto-1105217
"Rua SAMUEL MORSE, SERRINHA, GOIANIA",,Venda Apartamento 199 m²,199.0,4.0,,,2000000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-serrinha-goiania-go-rua-samuel-morse-1139154
"Rua C 154, JARDIM AMERICA, GOIANIA",,Venda Apartamento 110 m²,110.0,3.0,,,530000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-america-goiania-go-rua-c-154-1066367
"Rua PB 5, PARQUE BRASILIA 2 ETAPA, ANAPOLIS",,Venda Casa 160 m²,160.0,3.0,,,990000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parque-brasilia-2-etapa-anapolis-go-rua-pb-5-1089801
"Rua PB 6, PARQUE BRASILIA 2 ETAPA, ANAPOLIS",,Venda Casa 183 m²,183.0,3.0,,,1150000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parque-brasilia-2-etapa-anapolis-go-rua-pb-6-1059087
"Rua GUARAPARI, JARDIM IPIRANGA, APARECIDA DE GOIANIA",,Venda Casa 118 m²,118.0,3.0,,,431000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-ipiranga-aparecida-de-goiania-go-rua-guarapari-1171714
"AVENIDA T 02, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Sala 32 m²,32.0,,,,337500.0,https://www.62imoveis.com.br/imovel/sala-0-quartos-venda-setor-bueno-goiania-go-avenida-t-02-491720
"BELA VISTA DE GOIAS, BELA VISTA DE GOIAS, BELA VISTA DE GOIAS",,Venda Casa Condominio 302 m²,302.0,4.0,,,1700000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-bela-vista-de-goias-bela-vista-de-goias-go-bela-vista-de-goias-1107000
"Rua  Amoras, RESIDENCIAL CIDADE INDUSTRIAL, ANAPOLIS",,Venda Casa 115 m²,115.0,3.0,,,350000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-cidade-industrial-anapolis-go-rua--amoras-1102046
"Rua T 27, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 191 m²,191.0,4.0,,,1800000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-bueno-goiania-go-rua-t-27-1078682
"Quadra 63, RESIDENCIAL VILLA SUICA, CIDADE OCIDENTAL",,Venda Casa 233 m²,233.0,3.0,,,850000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-villa-suica-cidade-ocidental-go-quadra-63-1182054
"Avenida Pinheiros, PARQVILLE PINHERIOS, APARECIDA DE GOIANIA",,Venda Casa Condominio 152 m²,152.0,3.0,,,1250000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-parqville-pinherios-aparecida-de-goiania-go-avenida-pinheiros-1168763
"Rua P 1, PARQVILLE PINHEIROS, APARECIDA DE GOIANIA",,Venda Casa 160 m²,160.0,3.0,,,1250000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parqville-pinheiros-aparecida-de-goiania-go-rua-p-1-1038553
"Rua VI 04, CONJUNTO VERA CRUZ, GOIANIA",,Venda Lote/Terreno/Área 1614 m²,1614.0,,,,1200000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-conjunto-vera-cruz-goiania-go-rua-vi-04-1072459
"Rua NITEROI, PARQUE AMAZONIA, GOIANIA",,Venda Apartamento 68 m²,68.0,3.0,,,410000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-parque-amazonia-goiania-go-rua-niteroi-1178193
"Rua T 53, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 76 m²,76.0,1.0,,,832116.0,https://www.62imoveis.com.br/imovel/apartamento-1-quarto-venda-setor-marista-goiania-go-rua-t-53-1003259
"Rua 14, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 221 m²,221.0,4.0,,,500000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-oeste-goiania-go-rua-14-1127436
"RODOVIA GO 020, FAZENDA VAU DAS POMBAS, GOIANIA",,Venda Casa Condominio 270 m²,270.0,4.0,,,2650000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-fazenda-vau-das-pombas-goiania-go-rodovia-go-020-1168617
"Rua  Campania, JARDIM ITALIA, ANAPOLIS",,Venda Casa 168 m²,168.0,3.0,,,750000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-italia-anapolis-go-rua--campania-1050413
"Rua 04, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 360 m²,360.0,5.0,,,1150000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-oeste-goiania-go-rua-04-1113798
"Rua 137 A, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 89 m²,89.0,2.0,,,816000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-marista-goiania-go-rua-137-a-1111967
"Rua PADRE NELSON ANTONINO, JARDIM SAO JOSE, GOIANIA",,Venda Casa 85 m²,85.0,2.0,,,370000.0,https://www.62imoveis.com.br/imovel/casa-2-quartos-venda-jardim-sao-jose-goiania-go-rua-padre-nelson-antonino-1139885
"Rua 12, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 434 m²,434.0,4.0,,,5000000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-oeste-goiania-go-rua-12-1054624
"AVENIDA TERCEIRA RADIAL, SETOR PEDRO LUDOVICO, GOIANIA",SETOR PEDRO LUDOVICO,Venda Apartamento 63 m²,63.0,2.0,,,540000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-pedro-ludovico-goiania-go-avenida-terceira-radial-1123692
"Rua 01, PARQUE RESIDENCIAL DAS FLORES, ANAPOLIS",,Venda Casa 110 m²,110.0,3.0,,,330000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parque-residencial-das-flores-anapolis-go-rua-01-1106608
"Rua T 30, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 66 m²,66.0,2.0,,,560000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-bueno-goiania-go-rua-t-30-1124746
"Rua CASIMIRO DE ABREU, ANHANGUERA, GOIANIA",,Venda Casa 200 m²,200.0,3.0,,,1480000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-anhanguera-goiania-go-rua-casimiro-de-abreu-1095198
"Avenida Juscelino Kubitschek, RESIDENCIAL JARDINS DO LAGO, ANAPOLIS",,Venda Casa Condominio 180 m²,180.0,3.0,,,1200000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-residencial-jardins-do-lago-anapolis-go-avenida-juscelino-kubitschek-1124383
"Rua  7, SETOR OESTE, GOIANESIA",SETOR OESTE,Venda Apartamento 167 m²,167.0,4.0,,,750000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-oeste-goianesia-go-rua--7-1048678
"Rua 72, JARDIM GOIAS, GOIANIA",,Venda Apartamento 46 m²,46.0,1.0,,,450000.0,https://www.62imoveis.com.br/imovel/apartamento-1-quarto-venda-jardim-goias-goiania-go-rua-72-1091487
"Rua F 45, SETOR FAICALVILLE, GOIANIA",SETOR FAICALVILLE,Venda Casa 130 m²,130.0,3.0,,,600000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-faicalville-goiania-go-rua-f-45-1091890
"Rua T 27, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 60 m²,60.0,2.0,,,385000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-bueno-goiania-go-rua-t-27-1137870
"AVENIDA COLORADO, PARQUE DOS PIRINEUS, ANAPOLIS",,Venda Apartamento 80 m²,80.0,3.0,,,379000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-parque-dos-pirineus-anapolis-go-avenida-colorado-1106241
"ALAMEDA DOM ABEL RIBEIRO CAMELO, PARQUE TRINDADE, APARECIDA DE GOIANIA",,Venda Casa 110 m²,110.0,3.0,,,550000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parque-trindade-aparecida-de-goiania-go-alameda-dom-abel-ribeiro-camelo-1116248
"São Miguel do Passa Quatro, SAO MIGUEL DO PASSA QUATRO, SAO MIGUEL DO PASSA QUATRO",,Venda Casa 250 m²,250.0,3.0,,,998000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-sao-miguel-do-passa-quatro-sao-miguel-do-passa-quatro-go-sao-miguel-do-passa-quatro-809284
"Rua S 02, SETOR BELA VISTA, GOIANIA",SETOR BELA VISTA,Venda Apartamento 90 m²,90.0,3.0,,,450000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bela-vista-goiania-go-rua-s-02-1145581
"Rua P 1, PARQVILLE PINHEIROS, APARECIDA DE GOIANIA",,Venda Casa Condominio 168 m²,168.0,3.0,,,1515000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-parqville-pinheiros-aparecida-de-goiania-go-rua-p-1-1130548
"AVENIDA PRIMEIRA RADIAL, SETOR PEDRO LUDOVICO, GOIANIA",SETOR PEDRO LUDOVICO,Venda Apartamento 111 m²,111.0,3.0,,,1100000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-pedro-ludovico-goiania-go-avenida-primeira-radial-1178241
"Rua T 35, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 208 m²,208.0,3.0,,,2100000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-35-529214
